trabajo;est.civ;educacion;mora;vivienda;prestamo;contacto;mes;presultado;suscrito
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Soltero;secundaria;no;no;no;celular;Noviembre;desconocido;no
Servis;Divorciado;secundaria;no;no;no;desconocido;Julio;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Noviembre;fracaso;no
admin.;Casado;secundaria;no;si;no;celular;Enero;otro;no
Obrero;Casado;primaria;no;no;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;desconocido;Junio;fracaso;no
Ejecutivo;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;abril;fracaso;no
Obrero;Divorciado;secundaria;no;si;no;celular;Enero;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
empresario;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;fracaso;no
Ejecutivo;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Marzo;fracaso;no
Desempleado;Casado;primaria;no;si;si;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;teléfono;Julio;desconocido;no
Obrero;Casado;primaria;no;si;no;teléfono;Julio;desconocido;no
Obrero;Casado;secundaria;si;si;no;celular;abril;otro;si
Ejecutivo;Casado;Superior;no;no;no;celular;Octubre;desconocido;si
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Octubre;desconocido;no
Retirado;Soltero;Superior;no;no;no;celular;Julio;éxito;si
Tecnico;Soltero;Superior;no;no;no;celular;Junio;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
empresario;Casado;Superior;no;si;si;celular;Mayo;fracaso;no
Tecnico;Casado;secundaria;no;no;si;celular;Noviembre;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;abril;fracaso;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
empresario;Casado;secundaria;no;no;no;celular;Noviembre;desconocido;no
Tecnico;Soltero;secundaria;no;si;si;celular;Febrero;otro;no
Obrero;Casado;primaria;no;si;no;celular;Enero;otro;no
Retirado;Divorciado;primaria;no;no;no;teléfono;Mayo;desconocido;si
Obrero;Casado;primaria;no;si;si;teléfono;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Servis;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;primaria;no;no;no;teléfono;Febrero;desconocido;no
Independientes;Soltero;Superior;no;no;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Retirado;Casado;desconocido;no;si;no;desconocido;Junio;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;abril;desconocido;si
Independientes;Casado;Superior;no;si;no;desconocido;Junio;desconocido;no
Retirado;Soltero;secundaria;no;no;no;celular;Mayo;desconocido;no
Independientes;Soltero;Superior;si;si;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;abril;desconocido;no
Tecnico;Divorciado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Divorciado;primaria;no;si;no;desconocido;Junio;desconocido;si
Independientes;Divorciado;Superior;no;si;no;celular;abril;desconocido;si
Tecnico;Casado;secundaria;no;si;si;celular;Julio;desconocido;si
Servis;Soltero;secundaria;no;si;no;celular;Mayo;fracaso;no
Tecnico;Soltero;Superior;no;no;no;desconocido;Junio;desconocido;no
admin.;Divorciado;secundaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;si;celular;Agosto;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Mayo;otro;no
Ejecutivo;Casado;Superior;no;si;no;celular;Febrero;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Desempleado;Divorciado;primaria;no;no;no;teléfono;Febrero;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
desconocido;Casado;desconocido;no;no;no;desconocido;Junio;desconocido;no
Emple_hogar;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Divorciado;primaria;no;si;no;teléfono;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Marzo;fracaso;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Independientes;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;no;si;desconocido;Junio;desconocido;no
empresario;Divorciado;secundaria;no;si;no;celular;Agosto;desconocido;si
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Febrero;fracaso;no
Servis;Soltero;secundaria;no;no;si;celular;Noviembre;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;Agosto;otro;no
Tecnico;Casado;secundaria;no;si;no;celular;Febrero;desconocido;no
Independientes;Casado;secundaria;no;no;si;celular;Julio;desconocido;no
desconocido;Soltero;secundaria;no;no;no;desconocido;Junio;desconocido;no
empresario;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;desconocido;no
Desempleado;Casado;secundaria;no;no;no;celular;Agosto;éxito;si
Retirado;Casado;secundaria;no;no;no;teléfono;Enero;éxito;si
Independientes;Soltero;desconocido;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Divorciado;Superior;no;si;no;teléfono;Noviembre;desconocido;no
Servis;Soltero;desconocido;no;no;no;desconocido;Julio;desconocido;no
Obrero;Casado;primaria;no;si;si;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Tecnico;Soltero;desconocido;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Servis;Divorciado;secundaria;no;si;no;celular;Mayo;fracaso;no
Independientes;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;desconocido;no
Servis;Soltero;secundaria;no;no;no;desconocido;Junio;desconocido;no
admin.;Soltero;Superior;no;no;no;celular;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Mayo;desconocido;no
Estudiante;Soltero;Superior;no;si;no;celular;Setiembre;otro;no
Obrero;Casado;primaria;no;si;no;desconocido;Junio;desconocido;si
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;abril;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;éxito;no
Servis;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;Superior;no;si;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;no;no;celular;Febrero;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;abril;fracaso;no
Ejecutivo;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
Servis;Divorciado;secundaria;no;no;si;celular;abril;desconocido;no
Servis;Soltero;secundaria;no;no;no;celular;abril;desconocido;si
Emple_hogar;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;fracaso;si
Obrero;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;abril;desconocido;si
Obrero;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Ejecutivo;Soltero;primaria;no;no;no;teléfono;Julio;desconocido;no
Desempleado;Casado;secundaria;no;si;si;celular;Noviembre;fracaso;no
Obrero;Divorciado;secundaria;no;si;no;celular;Noviembre;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Servis;Divorciado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Estudiante;Casado;secundaria;no;no;no;celular;Noviembre;fracaso;no
Tecnico;Casado;secundaria;no;si;no;celular;Febrero;fracaso;no
Tecnico;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Servis;Casado;secundaria;no;no;si;celular;Julio;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;no;no;celular;abril;desconocido;si
Obrero;Soltero;Superior;no;no;no;teléfono;Julio;desconocido;no
Tecnico;Soltero;secundaria;no;si;si;celular;Mayo;fracaso;si
Estudiante;Soltero;desconocido;no;no;no;desconocido;Junio;desconocido;no
Desempleado;Casado;secundaria;no;no;no;celular;Setiembre;éxito;si
admin.;Casado;secundaria;no;no;no;celular;Octubre;éxito;no
Desempleado;Casado;Superior;no;si;no;celular;abril;desconocido;si
Ejecutivo;Casado;Superior;no;no;si;celular;Noviembre;desconocido;no
Emple_hogar;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Obrero;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;si
Tecnico;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;desconocido;Junio;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Retirado;Casado;desconocido;no;no;no;teléfono;Marzo;éxito;si
desconocido;Casado;desconocido;no;no;no;teléfono;Agosto;desconocido;si
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Divorciado;primaria;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Divorciado;Superior;no;si;no;celular;Octubre;éxito;si
Ejecutivo;Casado;Superior;no;no;si;celular;Julio;desconocido;no
Servis;Divorciado;secundaria;no;si;no;celular;Julio;desconocido;si
Tecnico;Soltero;secundaria;no;si;no;celular;Mayo;éxito;si
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Obrero;Divorciado;primaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;si
Tecnico;Soltero;secundaria;no;no;no;celular;Febrero;desconocido;si
Tecnico;Soltero;Superior;no;no;no;celular;abril;desconocido;si
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;abril;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;celular;Noviembre;desconocido;no
admin.;Divorciado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Noviembre;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Junio;desconocido;no
admin.;Casado;Superior;no;si;no;celular;Febrero;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Setiembre;desconocido;si
Ejecutivo;Soltero;Superior;no;si;no;celular;Noviembre;fracaso;no
empresario;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;no;si;celular;Julio;desconocido;no
Ejecutivo;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Emple_hogar;Casado;primaria;no;no;no;celular;Agosto;desconocido;si
Servis;Casado;secundaria;si;si;si;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;abril;desconocido;no
Emple_hogar;Soltero;desconocido;no;no;no;teléfono;Julio;desconocido;no
Retirado;Casado;secundaria;no;no;si;celular;Mayo;fracaso;no
Tecnico;Casado;secundaria;no;no;no;celular;abril;otro;si
Estudiante;Casado;Superior;no;si;no;celular;Julio;desconocido;si
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Servis;Soltero;primaria;no;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Enero;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;si;celular;Agosto;desconocido;no
Obrero;Divorciado;primaria;no;si;no;celular;Febrero;desconocido;no
Tecnico;Casado;Superior;no;si;si;celular;Febrero;fracaso;no
Ejecutivo;Casado;secundaria;no;no;no;celular;Febrero;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;si
admin.;Casado;secundaria;no;si;si;celular;Enero;fracaso;no
Tecnico;Casado;secundaria;no;no;si;celular;Agosto;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Emple_hogar;Casado;desconocido;si;no;si;teléfono;Julio;desconocido;no
Tecnico;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;secundaria;no;no;no;celular;Octubre;fracaso;si
admin.;Divorciado;secundaria;no;no;no;celular;Julio;desconocido;si
Servis;Divorciado;secundaria;no;si;si;celular;Enero;desconocido;no
Independientes;Casado;secundaria;no;si;no;celular;abril;fracaso;no
admin.;Casado;Superior;no;si;no;celular;Julio;desconocido;no
admin.;Casado;Superior;no;no;no;teléfono;abril;desconocido;no
Tecnico;Casado;Superior;no;si;si;teléfono;Julio;desconocido;no
Tecnico;Divorciado;secundaria;no;no;no;celular;Julio;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;Superior;no;no;no;celular;Julio;fracaso;no
Servis;Casado;secundaria;no;si;si;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;Marzo;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Soltero;Superior;no;si;si;desconocido;Mayo;desconocido;no
admin.;Soltero;secundaria;no;no;no;celular;Febrero;desconocido;no
Obrero;Soltero;secundaria;no;si;si;desconocido;Mayo;desconocido;no
admin.;Soltero;secundaria;no;no;si;celular;Setiembre;desconocido;no
Servis;Casado;secundaria;no;si;si;celular;Julio;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Junio;desconocido;si
Obrero;Casado;primaria;no;si;no;celular;Julio;desconocido;no
Obrero;Soltero;primaria;no;si;no;celular;abril;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Julio;desconocido;no
empresario;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Mayo;éxito;no
Ejecutivo;Casado;Superior;no;no;no;desconocido;Mayo;desconocido;no
admin.;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;abril;fracaso;no
admin.;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Mayo;fracaso;no
admin.;Casado;secundaria;no;no;no;celular;abril;desconocido;no
Obrero;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;si;no;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Retirado;Divorciado;secundaria;no;no;no;teléfono;Marzo;fracaso;no
Tecnico;Soltero;secundaria;no;no;si;teléfono;Noviembre;desconocido;no
Obrero;Casado;secundaria;no;no;si;teléfono;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Divorciado;primaria;no;no;no;teléfono;Mayo;éxito;no
Ejecutivo;Divorciado;Superior;no;si;si;celular;Mayo;fracaso;no
Obrero;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Servis;Divorciado;primaria;no;no;no;desconocido;Junio;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Noviembre;desconocido;si
Obrero;Casado;primaria;no;si;si;celular;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;Mayo;otro;no
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Junio;desconocido;no
empresario;Soltero;secundaria;no;si;no;teléfono;Mayo;desconocido;no
Servis;Soltero;secundaria;no;no;si;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Retirado;Casado;desconocido;no;no;no;teléfono;Octubre;fracaso;si
Ejecutivo;Casado;Superior;no;si;si;celular;Noviembre;desconocido;no
Obrero;Casado;primaria;no;no;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;otro;no
Tecnico;Divorciado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;desconocido;no;si;no;teléfono;Julio;desconocido;si
Obrero;Casado;primaria;no;si;no;celular;Mayo;fracaso;no
Emple_hogar;Divorciado;Superior;no;no;no;celular;Noviembre;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;teléfono;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
admin.;Casado;secundaria;no;si;si;celular;Noviembre;fracaso;no
Retirado;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Retirado;Divorciado;Superior;no;no;no;celular;Julio;desconocido;no
Obrero;Soltero;secundaria;no;no;si;celular;Julio;desconocido;si
Ejecutivo;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
admin.;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Febrero;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Agosto;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
